rank,low_opening,mid_opening,high_opening,selected_min_distance,low_estimated_mass,mid_estimated_mass,high_estimated_mass,low_role_score,mid_role_score,high_role_score,spacing_score,balance_score,distance_bonus,total_score
11,24,37,50,1,2716.0993624172015,4111.267217550765,5541.412730302787,0.8161727178279286,0.8963313865844056,0.8987118034412203,0.8666666666666667,1.0,0.03333333333333333,0.940756681321157
12,24,38,50,1,2716.0993624172015,4222.259753869907,5541.412730302787,0.8161727178279286,0.9644661408000322,0.8987118034412203,0.8666666666666667,0.9230769230769231,0.03333333333333333,0.938679477331592
13,26,38,50,1,2926.3686265388747,4222.259753869907,5541.412730302787,0.7377663186313111,0.9644661408000322,0.8987118034412203,0.8,1.0,0.03333333333333333,0.9365575502392259
14,20,38,50,1,2295.884622300161,4222.259753869907,5541.412730302787,0.830105211287874,0.9644661408000322,0.8987118034412203,1.0,0.8,0.03333333333333333,0.9334406472799295
15,20,37,50,1,2295.884622300161,4111.267217550765,5541.412730302787,0.830105211287874,0.8963313865844056,0.8987118034412203,1.0,0.8666666666666667,0.03333333333333333,0.9329517509906651
16,22,37,49,1,2505.8494771586625,4111.267217550765,5432.83889423099,0.9674919438604787,0.8963313865844056,0.8755860796762995,0.9,0.8888888888888888,0.03333333333333333,0.9305246263619791
17,23,37,49,1,2610.9560562228603,4111.267217550765,5432.83889423099,0.9355447788733504,0.8963313865844056,0.8755860796762995,0.8666666666666667,0.9230769230769231,0.03333333333333333,0.9292669736571771
18,20,38,50,2,2295.884622300161,4222.259753869907,5541.412730302787,0.7697489379650126,1.000000000001,0.857573640139716,1.0,0.8,0.06666666666666667,0.9291921157735044
19,22,38,49,1,2505.8494771586625,4222.259753869907,5432.83889423099,0.9674919438604787,0.9644661408000322,0.8755860796762995,0.9,0.8148148148148149,0.03333333333333333,0.9291602280054223
20,20,37,50,2,2295.884622300161,4111.267217550765,5541.412730302787,0.7697489379650126,0.933459971919081,0.857573640139716,1.0,0.8666666666666667,0.06666666666666667,0.928343643547416
21,25,38,50,1,2821.244865271823,4222.259753869907,5541.412730302787,0.6937872810423238,0.9644661408000322,0.8987118034412203,0.8333333333333334,0.96,0.03333333333333333,0.9272311510576616
22,23,38,49,1,2610.9560562228603,4222.259753869907,5432.83889423099,0.9355447788733504,0.9644661408000322,0.8755860796762995,0.8666666666666667,0.8461538461538461,0.03333333333333333,0.927189769667612
23,22,36,50,1,2505.8494771586625,4000.918111192793,5541.412730302787,0.9674919438604787,0.7182446822918145,0.8987118034412203,0.9333333333333333,1.0,0.03333333333333333,0.9260177740964961
24,27,38,50,1,3031.551217314709,4222.259753869907,5541.412730302787,0.7778259454225418,0.9644661408000322,0.8987118034412203,0.7666666666666667,0.9565217391304348,0.03333333333333333,0.9245268255876258
25,20,35,50,30,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,1.0,0.9229048970853692
26,20,35,50,29,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.9666666666666667,0.9229048970853692
27,20,35,50,28,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.9333333333333333,0.9229048970853692
28,20,35,50,27,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.9,0.9229048970853692
29,20,35,50,26,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.8666666666666667,0.9229048970853692
30,20,35,50,25,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.8333333333333334,0.9229048970853692
31,20,35,50,24,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.8,0.9229048970853692
32,20,35,50,23,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.7666666666666667,0.9229048970853692
33,20,35,50,22,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.7333333333333333,0.9229048970853692
34,20,35,50,21,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.7,0.9229048970853692
35,20,35,50,20,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.6666666666666666,0.9229048970853692
36,20,35,50,19,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.6333333333333333,0.9229048970853692
37,20,35,50,18,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.6,0.9229048970853692
38,20,35,50,17,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.5666666666666667,0.9229048970853692
39,20,35,50,16,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.5333333333333333,0.9229048970853692
40,20,35,50,15,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.5,0.9229048970853692
41,20,35,50,14,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.4666666666666667,0.9229048970853692
42,20,35,50,13,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.43333333333333335,0.9229048970853692
43,20,35,50,12,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.4,0.9229048970853692
44,20,35,50,11,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.36666666666666664,0.9229048970853692
45,20,35,50,10,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.3333333333333333,0.9229048970853692
46,20,35,50,9,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.3,0.9229048970853692
47,20,35,50,8,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.26666666666666666,0.9229048970853692
48,20,35,50,7,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.23333333333333334,0.9229048970853692
49,20,35,50,6,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.2,0.9229048970853692
50,20,35,50,5,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.16666666666666666,0.9229048970853692
51,20,35,50,4,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.13333333333333333,0.9229048970853692
52,20,35,50,3,2295.884622300161,3891.760449145204,5541.412730302787,1.000000000001,0.758557129171181,1.000000000001,1.0,1.0,0.1,0.9229048970853692
53,27,38,49,1,3031.551217314709,4222.259753869907,5432.83889423099,0.7778259454225418,0.9644661408000322,0.8755860796762995,0.7333333333333333,1.0,0.03333333333333333,0.9228369671235737
54,21,37,49,1,2400.8141556944747,4111.267217550765,5432.83889423099,0.9069282391277093,0.8963313865844056,0.8755860796762995,0.9333333333333333,0.8571428571428572,0.03333333333333333,0.9212690638370783
55,21,38,49,1,2400.8141556944747,4222.259753869907,5432.83889423099,0.9069282391277093,0.9644661408000322,0.8755860796762995,0.9333333333333333,0.7857142857142857,0.03333333333333333,0.9205665564254576
56,27,38,50,2,3031.551217314709,4222.259753869907,5541.412730302787,0.7943772803032776,1.000000000001,0.857573640139716,0.7666666666666667,0.9565217391304348,0.06666666666666667,0.9194400449240494
57,24,37,49,1,2716.0993624172015,4111.267217550765,5432.83889423099,0.8161727178279286,0.8963313865844056,0.8755860796762995,0.8333333333333334,0.96,0.03333333333333333,0.9181809979789797
58,25,38,50,2,2821.244865271823,4222.259753869907,5541.412730302787,0.6435210141735228,1.000000000001,0.857573640139716,0.8333333333333334,0.96,0.06666666666666667,0.9170785112427375
59,22,37,48,2,2505.8494771586625,4111.267217550765,5324.003161178989,0.9697486092386784,0.933459971919081,0.8539276378537934,0.8666666666666667,0.8461538461538461,0.06666666666666667,0.9170581935863429
60,22,39,50,1,2505.8494771586625,4333.347705801011,5541.412730302787,0.9674919438604787,0.8916378493676318,0.8987118034412203,0.9333333333333333,0.7857142857142857,0.03333333333333333,0.9160960975122704
61,21,36,50,1,2400.8141556944747,4000.918111192793,5541.412730302787,0.9069282391277093,0.7182446822918145,0.8987118034412203,0.9666666666666667,0.9655172413793104,0.03333333333333333,0.9160774968009716
62,22,38,48,2,2505.8494771586625,4222.259753869907,5324.003161178989,0.9697486092386784,1.000000000001,0.8539276378537934,0.8666666666666667,0.7692307692307692,0.06666666666666667,0.9154619211823938
